id,timestamp,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,turbine_id
52,2025-09-21 10:08:30,6.15,18.0,30137.24,2303.25,8822.61,251.25,251.25,790.28,288.0,673.02,2.51,1.0,13.34,1.03,35.65,0.71,0.95,0.98,1
53,2025-09-21 10:08:40,7.18,21.0,39924.21,2691.02,9096.29,338.81,338.81,863.75,288.0,705.1,3.01,1.0,15.8,1.04,47.61,0.94,0.95,0.98,1
54,2025-09-21 10:08:50,8.22,24.0,54248.45,3108.71,9412.59,471.68,471.68,969.25,288.0,742.81,3.67,1.0,18.93,1.04,66.1,1.32,0.95,0.98,1
55,2025-09-21 10:09:00,6.21,18.0,42239.0,2688.41,8614.32,364.81,364.81,865.51,288.0,698.09,3.09,1.0,15.91,1.04,50.94,1.07,0.95,0.98,1
56,2025-09-21 10:09:10,4.18,12.0,27507.67,2113.78,7786.2,227.45,227.45,759.66,288.0,644.42,2.34,1.0,12.13,1.03,35.86,0.76,0.95,0.98,1
57,2025-09-21 10:09:20,2.12,6.0,6045.28,1389.23,6901.17,32.62,32.62,589.57,288.0,577.19,1.31,1.0,7.09,1.02,9.86,0.23,0.95,0.98,1
58,2025-09-21 10:09:30,3.13,9.0,9969.62,1432.66,7256.04,66.69,66.69,628.83,288.0,593.16,1.46,1.0,7.89,1.02,15.81,0.3,0.95,0.98,1
59,2025-09-21 10:09:40,4.15,12.0,14914.14,1619.52,7810.78,116.5,116.5,660.88,288.0,614.7,1.71,1.0,9.2,1.02,18.92,0.37,0.95,0.98,1
60,2025-09-21 10:09:50,5.16,15.0,22052.39,1926.37,8379.86,178.48,178.48,725.09,288.0,644.15,2.08,1.0,11.12,1.03,26.4,0.52,0.95,0.98,1
61,2025-09-21 10:10:00,6.15,18.0,30137.38,2303.25,8823.43,251.24,251.24,789.24,288.0,672.83,2.51,1.0,13.33,1.03,35.58,0.7,0.95,0.98,1
62,2025-09-21 10:10:10,7.18,21.0,39924.2,2691.02,9096.93,338.81,338.81,862.68,288.0,704.91,3.01,1.0,15.78,1.04,47.52,0.94,0.95,0.98,1
63,2025-09-21 10:10:20,8.22,24.0,54248.58,3108.71,9413.14,471.64,471.64,968.26,288.0,742.65,3.67,1.0,18.91,1.04,66.04,1.31,0.95,0.98,1
64,2025-09-21 10:10:30,6.21,18.0,42513.54,2688.98,8616.11,364.85,364.85,872.94,288.0,699.24,3.1,1.0,15.95,1.04,50.91,1.08,0.95,0.98,1
65,2025-09-21 10:10:40,4.18,12.0,27716.41,2112.74,7787.74,227.18,227.18,765.85,288.0,645.3,2.35,1.0,12.16,1.03,36.58,0.76,0.95,0.98,1
66,2025-09-21 10:10:50,2.12,6.0,6253.82,1388.19,6903.31,32.37,32.37,595.78,288.0,578.06,1.31,1.0,7.12,1.02,10.57,0.24,0.95,0.98,1
67,2025-09-21 10:11:00,3.13,9.0,9903.9,1431.05,7257.44,66.4,66.4,626.66,288.0,592.74,1.45,1.0,7.87,1.02,16.51,0.3,0.95,0.98,1
68,2025-09-21 10:11:10,4.15,12.0,14914.24,1619.52,7812.62,116.48,116.48,659.98,288.0,614.53,1.71,1.0,9.19,1.02,18.88,0.37,0.95,0.98,1
69,2025-09-21 10:11:20,5.16,15.0,22052.55,1926.37,8381.18,178.44,178.44,724.1,288.0,643.96,2.08,1.0,11.11,1.03,26.34,0.52,0.95,0.98,1
70,2025-09-21 10:11:30,6.15,18.0,30137.38,2303.24,8824.24,251.23,251.23,788.19,288.0,672.64,2.51,1.0,13.31,1.03,35.51,0.7,0.95,0.98,1
71,2025-09-21 10:11:40,7.18,21.0,39924.15,2691.01,9097.56,338.81,338.81,861.63,288.0,704.73,3.01,1.0,15.77,1.04,47.44,0.94,0.95,0.98,1
72,2025-09-21 10:11:50,8.22,24.0,54248.6,3108.72,9413.68,471.72,471.72,967.27,288.0,742.49,3.67,1.0,18.89,1.04,65.98,1.31,0.95,0.98,1
73,2025-09-21 10:12:00,6.21,18.0,42606.66,2688.65,8617.19,364.88,364.88,874.94,288.0,699.46,3.1,1.0,15.94,1.04,50.88,1.08,0.95,0.98,1
74,2025-09-21 10:12:10,4.18,12.0,27795.01,2112.18,7789.41,227.17,227.17,767.57,288.0,645.46,2.35,1.0,12.16,1.03,36.65,0.77,0.95,0.98,1
75,2025-09-21 10:12:20,2.12,6.0,6332.3,1387.63,6905.59,32.31,32.31,597.53,288.0,578.23,1.32,1.0,7.13,1.02,10.63,0.24,0.95,0.98,1
76,2025-09-21 10:12:30,3.13,9.0,9889.41,1430.82,7259.69,66.36,66.36,625.48,288.0,592.52,1.45,1.0,7.86,1.02,16.55,0.3,0.95,0.98,1
77,2025-09-21 10:12:40,4.15,12.0,14914.38,1619.52,7814.46,116.5,116.5,659.08,288.0,614.37,1.71,1.0,9.18,1.02,18.83,0.37,0.95,0.98,1
78,2025-09-21 10:12:50,5.16,15.0,22052.77,1926.37,8382.51,178.46,178.46,723.1,288.0,643.77,2.08,1.0,11.1,1.03,26.29,0.52,0.95,0.98,1
79,2025-09-21 10:13:00,6.15,18.0,30137.48,2303.24,8825.06,251.21,251.21,787.15,288.0,672.44,2.51,1.0,13.3,1.03,35.44,0.7,0.95,0.98,1
80,2025-09-21 10:13:10,7.18,21.0,39924.13,2691.01,9098.19,338.77,338.77,860.57,288.0,704.54,3.01,1.0,15.75,1.04,47.36,0.94,0.95,0.98,1
81,2025-09-21 10:13:20,8.22,24.0,54248.53,3108.72,9414.22,471.69,471.69,966.29,288.0,742.33,3.67,1.0,18.86,1.04,65.92,1.31,0.95,0.98,1
82,2025-09-21 10:13:30,6.21,18.0,43072.08,2685.3,8616.5,364.69,364.69,887.62,288.0,701.18,3.12,1.0,16.01,1.04,50.84,1.1,0.95,0.98,1
83,2025-09-21 10:13:40,4.18,12.0,28236.66,2108.33,7789.14,226.9,226.9,779.8,288.0,647.09,2.36,1.0,12.23,1.03,36.8,0.78,0.95,0.98,1
84,2025-09-21 10:13:50,2.12,6.0,6773.9,1383.78,6905.94,32.01,32.01,609.79,288.0,579.85,1.33,1.0,7.2,1.02,10.77,0.26,0.95,0.98,1
85,2025-09-21 10:14:00,3.13,9.0,9865.67,1430.32,7261.77,66.26,66.26,624.12,288.0,592.27,1.45,1.0,7.85,1.02,16.68,0.29,0.95,0.98,1
86,2025-09-21 10:14:10,4.15,12.0,14914.48,1619.52,7816.31,116.49,116.49,658.19,288.0,614.2,1.71,1.0,9.18,1.02,18.79,0.37,0.95,0.98,1
87,2025-09-21 10:14:20,5.16,15.0,22052.93,1926.37,8383.83,178.48,178.48,722.11,288.0,643.58,2.08,1.0,11.08,1.03,26.23,0.52,0.95,0.98,1
88,2025-09-21 10:14:30,6.15,18.0,30137.47,2303.24,8825.88,251.27,251.27,786.12,288.0,672.25,2.51,1.0,13.28,1.03,35.37,0.7,0.95,0.98,1
89,2025-09-21 10:14:40,7.18,21.0,39924.03,2691.01,9098.82,338.86,338.86,859.52,288.0,704.36,3.01,1.0,15.73,1.04,47.27,0.94,0.95,0.98,1
90,2025-09-21 10:14:50,8.22,24.0,54248.99,3108.71,9414.76,471.71,471.71,965.31,288.0,742.18,3.67,1.0,18.84,1.04,65.86,1.31,0.95,0.98,1
91,2025-09-21 10:15:00,6.21,18.0,43357.31,2681.68,8615.58,364.45,364.45,894.89,288.0,702.06,3.12,1.0,16.04,1.04,50.81,1.1,0.95,0.98,1
92,2025-09-21 10:15:10,4.18,12.0,28498.18,2104.4,7788.76,226.59,226.59,786.62,288.0,647.89,2.37,1.0,12.26,1.03,37.04,0.79,0.95,0.98,1
93,2025-09-21 10:15:20,2.12,6.0,7034.81,1379.85,6906.17,31.75,31.75,616.62,288.0,580.65,1.34,1.0,7.24,1.02,11.0,0.27,0.95,0.98,1
94,2025-09-21 10:15:30,3.13,9.0,9842.0,1430.01,7263.98,66.21,66.21,622.74,288.0,592.04,1.45,1.0,7.84,1.02,16.9,0.29,0.95,0.98,1
95,2025-09-21 10:15:40,4.15,12.0,14914.63,1619.52,7818.16,116.5,116.5,657.3,288.0,614.04,1.71,1.0,9.17,1.02,18.75,0.37,0.95,0.98,1
96,2025-09-21 10:15:50,5.16,15.0,22053.17,1926.36,8385.16,178.46,178.46,721.12,288.0,643.4,2.08,1.0,11.07,1.03,26.17,0.52,0.95,0.98,1
97,2025-09-21 10:16:00,6.15,18.0,30137.46,2303.24,8826.7,251.21,251.21,785.08,288.0,672.06,2.51,1.0,13.27,1.03,35.3,0.7,0.95,0.98,1
98,2025-09-21 10:16:10,7.18,21.0,39923.93,2691.0,9099.46,338.76,338.76,858.46,288.0,704.17,3.01,1.0,15.71,1.04,47.19,0.93,0.95,0.98,1
99,2025-09-21 10:16:20,8.22,24.0,54249.12,3108.71,9415.3,471.62,471.62,964.34,288.0,742.02,3.67,1.0,18.82,1.04,65.8,1.31,0.95,0.98,1
100,2025-09-21 10:16:30,6.21,18.0,43698.27,2674.35,8612.37,363.97,363.97,904.96,288.0,702.92,3.13,1.0,16.07,1.04,52.44,1.12,0.95,0.99,1
101,2025-09-21 10:16:40,4.18,12.0,28802.48,2096.59,7786.0,226.04,226.04,795.87,288.0,648.61,2.37,1.0,12.29,1.03,38.84,0.8,0.95,0.99,1
102,2025-09-21 10:16:50,2.12,6.0,7338.79,1372.03,6904.01,31.22,31.22,625.9,288.0,581.36,1.34,1.0,7.27,1.02,12.79,0.28,0.95,0.99,1
103,2025-09-21 10:17:00,3.13,9.0,9805.37,1429.53,7266.08,66.12,66.12,621.03,288.0,591.74,1.45,1.0,7.82,1.02,17.01,0.29,0.95,0.99,1
104,2025-09-21 10:17:10,4.15,12.0,14914.76,1619.52,7820.0,116.48,116.48,656.4,288.0,613.88,1.71,1.0,9.16,1.02,18.7,0.37,0.95,0.99,1
105,2025-09-21 10:17:20,5.16,15.0,22053.36,1926.36,8386.49,178.47,178.47,720.14,288.0,643.21,2.08,1.0,11.06,1.03,26.12,0.52,0.95,0.99,1
106,2025-09-21 10:17:30,6.15,18.0,30137.49,2303.23,8827.52,251.26,251.26,784.04,288.0,671.87,2.51,1.0,13.26,1.03,35.23,0.7,0.95,0.99,1
107,2025-09-21 10:17:40,7.18,21.0,39923.86,2691.0,9100.09,338.82,338.82,857.41,288.0,703.99,3.01,1.0,15.7,1.04,47.11,0.93,0.95,0.99,1
108,2025-09-21 10:17:50,8.22,24.0,54249.07,3108.71,9415.84,471.65,471.65,963.36,288.0,741.86,3.67,1.0,18.8,1.04,65.74,1.3,0.95,0.99,1
109,2025-09-21 10:18:00,6.21,18.0,43742.06,2670.5,8611.19,363.75,363.75,906.26,288.0,702.83,3.13,1.0,16.05,1.04,54.54,1.12,0.95,0.99,1
110,2025-09-21 10:18:10,4.18,12.0,28772.74,2091.88,7785.01,225.66,225.66,795.51,288.0,648.24,2.37,1.0,12.26,1.03,41.28,0.8,0.95,0.99,1
111,2025-09-21 10:18:20,2.12,6.0,7308.96,1367.32,6903.64,30.85,30.85,625.56,288.0,580.99,1.34,1.0,7.25,1.02,15.22,0.28,0.95,0.99,1
112,2025-09-21 10:18:30,3.13,9.0,9731.85,1428.67,7267.94,65.97,65.97,618.47,288.0,591.3,1.45,1.0,7.8,1.02,17.29,0.29,0.95,0.99,1
113,2025-09-21 10:18:40,4.15,12.0,14914.83,1619.52,7821.85,116.51,116.51,655.52,288.0,613.71,1.71,1.0,9.15,1.02,18.66,0.37,0.95,0.99,1
114,2025-09-21 10:18:50,5.16,15.0,22053.48,1926.36,8387.81,178.47,178.47,719.15,288.0,643.02,2.08,1.0,11.05,1.03,26.06,0.52,0.95,0.99,1
115,2025-09-21 10:19:00,6.15,18.0,30137.45,2303.23,8828.34,251.25,251.25,783.01,288.0,671.68,2.51,1.0,13.24,1.03,35.16,0.7,0.95,0.99,1
116,2025-09-21 10:19:10,7.18,21.0,39923.77,2690.99,9100.72,338.82,338.82,856.36,288.0,703.81,3.01,1.0,15.68,1.04,47.03,0.93,0.95,0.99,1
117,2025-09-21 10:19:20,8.22,24.0,54249.27,3108.71,9416.38,471.75,471.75,962.38,288.0,741.71,3.67,1.0,18.78,1.04,65.68,1.3,0.95,0.99,1
118,2025-09-21 10:19:30,6.21,18.0,43527.0,2660.63,8606.03,363.28,363.28,902.17,288.0,701.75,3.12,1.0,15.99,1.04,59.24,1.12,0.95,0.99,1
119,2025-09-21 10:19:40,4.18,12.0,28584.44,2082.4,7780.84,225.25,225.25,792.11,288.0,647.29,2.36,1.0,12.21,1.03,45.92,0.8,0.95,0.99,1
120,2025-09-21 10:19:50,2.12,6.0,7120.31,1357.85,6900.09,30.35,30.35,622.19,288.0,580.03,1.33,1.0,7.21,1.02,19.85,0.28,0.95,0.99,1
121,2025-09-21 10:20:00,3.13,9.0,9758.64,1429.06,7270.58,66.04,66.04,618.25,288.0,591.27,1.45,1.0,7.8,1.02,17.17,0.29,0.95,0.99,1
122,2025-09-21 10:20:10,4.15,12.0,14914.94,1619.52,7823.69,116.49,116.49,654.63,288.0,613.55,1.71,1.0,9.14,1.02,18.61,0.37,0.95,0.99,1
123,2025-09-21 10:20:20,5.16,15.0,22053.67,1926.36,8389.14,178.47,178.47,718.17,288.0,642.83,2.08,1.0,11.04,1.03,26.0,0.52,0.95,0.99,1
124,2025-09-21 10:20:30,6.15,18.0,30137.51,2303.23,8829.16,251.25,251.25,781.98,288.0,671.49,2.51,1.0,13.23,1.03,35.1,0.7,0.95,0.99,1
125,2025-09-21 10:20:40,7.18,21.0,39923.73,2690.99,9101.35,338.86,338.86,855.32,288.0,703.63,3.01,1.0,15.66,1.04,46.94,0.93,0.95,0.99,1
126,2025-09-21 10:20:50,8.22,24.0,54249.35,3108.71,9416.91,471.77,471.77,961.41,288.0,741.56,3.67,1.0,18.76,1.04,65.63,1.3,0.95,0.99,1
127,2025-09-21 10:21:00,6.21,18.0,42888.07,2653.6,8602.32,362.92,362.92,886.09,288.0,699.18,3.1,1.0,15.86,1.04,61.74,1.1,0.95,0.99,1
128,2025-09-21 10:21:10,4.18,12.0,27843.66,2074.34,7777.22,224.67,224.67,773.65,288.0,644.31,2.34,1.0,12.07,1.03,48.75,0.78,0.95,0.99,1
129,2025-09-21 10:21:20,2.12,6.0,6379.36,1349.79,6897.08,29.78,29.78,603.75,288.0,577.04,1.31,1.0,7.07,1.02,22.67,0.26,0.95,0.99,1
130,2025-09-21 10:21:30,3.13,9.0,9656.82,1428.03,7272.33,65.85,65.85,614.97,288.0,590.71,1.44,1.0,7.78,1.02,17.45,0.28,0.95,0.99,1
131,2025-09-21 10:21:40,4.15,12.0,14915.03,1619.53,7825.54,116.51,116.51,653.74,288.0,613.39,1.71,1.0,9.13,1.02,18.57,0.37,0.95,0.99,1
132,2025-09-21 10:21:50,5.16,15.0,22053.82,1926.36,8390.47,178.49,178.49,717.19,288.0,642.65,2.07,1.0,11.03,1.03,25.95,0.51,0.95,0.99,1
133,2025-09-21 10:22:00,6.15,18.0,30137.5,2303.22,8829.97,251.24,251.24,780.95,288.0,671.3,2.51,1.0,13.21,1.03,35.03,0.69,0.95,0.99,1
134,2025-09-21 10:22:10,7.18,21.0,39923.66,2690.99,9101.99,338.84,338.84,854.28,288.0,703.44,3.01,1.0,15.65,1.04,46.86,0.93,0.95,0.99,1
135,2025-09-21 10:22:20,8.22,24.0,54249.26,3108.71,9417.44,471.75,471.75,960.44,288.0,741.4,3.67,1.0,18.73,1.04,65.57,1.3,0.95,0.99,1
136,2025-09-21 10:22:30,6.21,18.0,42495.78,2652.07,8602.16,362.84,362.84,874.62,288.0,697.4,3.09,1.0,15.77,1.04,61.78,1.08,0.95,0.99,1
137,2025-09-21 10:22:40,4.18,12.0,27366.44,2072.14,7777.38,224.47,224.47,760.19,288.0,642.21,2.33,1.0,11.97,1.03,49.08,0.76,0.95,0.99,1
138,2025-09-21 10:22:50,2.12,6.0,5902.1,1347.59,6897.87,29.58,29.58,590.3,288.0,574.94,1.29,1.0,6.98,1.02,22.98,0.25,0.95,0.99,1
139,2025-09-21 10:23:00,3.13,9.0,9571.91,1427.36,7274.32,65.74,65.74,612.07,288.0,590.24,1.44,1.0,7.75,1.02,17.68,0.28,0.95,0.99,1
140,2025-09-21 10:23:10,4.15,12.0,14915.18,1619.53,7827.39,116.5,116.5,652.86,288.0,613.22,1.7,1.0,9.12,1.02,18.53,0.37,0.95,0.99,1
141,2025-09-21 10:23:20,5.16,15.0,22054.02,1926.36,8391.79,178.49,178.49,716.22,288.0,642.46,2.07,1.0,11.02,1.03,25.89,0.51,0.95,0.99,1
142,2025-09-21 10:23:30,6.15,18.0,30137.57,2303.22,8830.79,251.26,251.26,779.93,288.0,671.11,2.51,1.0,13.2,1.03,34.96,0.69,0.95,0.99,1
143,2025-09-21 10:23:40,7.18,21.0,39923.61,2690.98,9102.62,338.83,338.83,853.24,288.0,703.26,3.0,1.0,15.63,1.04,46.78,0.93,0.95,0.99,1
144,2025-09-21 10:23:50,8.22,24.0,54249.49,3108.71,9417.97,471.69,471.69,959.47,288.0,741.25,3.67,1.0,18.71,1.04,65.51,1.3,0.95,0.99,1
145,2025-09-21 10:24:00,6.21,18.0,42137.27,2651.91,8602.89,362.76,362.76,863.39,288.0,695.67,3.07,1.0,15.69,1.04,61.5,1.07,0.95,0.99,1
146,2025-09-21 10:24:10,4.18,12.0,27008.98,2072.0,7778.84,224.42,224.42,749.02,288.0,640.48,2.31,1.0,11.89,1.03,48.76,0.75,0.95,0.99,1
147,2025-09-21 10:24:20,2.12,6.0,5544.29,1347.44,6899.95,29.57,29.57,579.16,288.0,573.21,1.28,1.0,6.91,1.02,22.66,0.23,0.95,0.99,1
148,2025-09-21 10:24:30,3.13,9.0,9573.03,1427.38,7276.72,65.74,65.74,611.24,288.0,590.08,1.44,1.0,7.75,1.02,17.59,0.28,0.95,0.99,1
149,2025-09-21 10:24:40,4.15,12.0,14915.35,1619.53,7829.25,116.5,116.5,651.98,288.0,613.06,1.7,1.0,9.11,1.02,18.48,0.37,0.95,0.99,1
150,2025-09-21 10:24:50,5.16,15.0,22054.23,1926.35,8393.13,178.47,178.47,715.25,288.0,642.28,2.07,1.0,11.0,1.03,25.84,0.51,0.95,0.99,1
